"","X","Date","Temperature_c","Type","Method","Site","Comments"
"5484",5606,"1995-04-28",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5485",5607,"1995-04-30",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5486",5608,"1995-05-01",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5487",5609,"1995-05-02",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5488",5610,"1995-05-03",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5489",5611,"1995-05-06",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5490",5612,"1995-05-09",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5491",5613,"1995-05-10",28.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5492",5614,"1995-05-12",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5493",5615,"1995-05-14",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5494",5616,"1995-05-15",29.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5495",5617,"1995-05-20",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5496",5618,"1995-05-27",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5497",5619,"1995-05-31",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5498",5620,"1995-06-08",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5499",5621,"1995-06-15",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5500",5622,"1995-06-23",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5501",5623,"1995-07-02",23,"Max","MaxMin Thermometer (manual)","Saline",""
"5502",5624,"1995-07-04",25,"Max","MaxMin Thermometer (manual)","Saline",""
"5503",5625,"1995-07-07",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5504",5626,"1995-07-14",27.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5505",5627,"1995-07-20",26.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5506",5628,"1995-07-21",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5507",5629,"1995-07-24",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5508",5630,"1995-07-27",25,"Max","MaxMin Thermometer (manual)","Saline",""
"5509",5631,"1995-07-28",27.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5510",5632,"1995-07-30",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5511",5633,"1995-07-31",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5512",5634,"1995-08-01",25,"Max","MaxMin Thermometer (manual)","Saline",""
"5513",5635,"1995-08-03",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5514",5636,"1995-08-04",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5515",5638,"1995-08-06",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5516",5639,"1995-08-07",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5517",5640,"1995-08-08",27.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5518",5641,"1995-08-12",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5519",5642,"1995-08-17",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5520",5643,"1995-08-19",29.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5521",5644,"1995-08-22",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5522",5645,"1995-08-23",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5523",5646,"1995-08-24",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5524",5647,"1995-08-26",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5525",5648,"1995-08-29",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5526",5649,"1995-08-31",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5527",5650,"1995-09-01",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5528",5651,"1995-09-03",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5529",5652,"1995-09-06",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5530",5653,"1995-09-10",31.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5531",5654,"1995-09-16",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5532",5655,"1995-09-21",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5533",5656,"1995-09-26",30.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5534",5657,"1995-10-01",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5535",5658,"1995-10-02",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5536",5659,"1995-10-04",28.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5537",5660,"1995-10-09",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5538",5661,"1995-10-19",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5539",5662,"1995-10-28",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5540",5663,"1995-11-01",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5541",5664,"1995-11-02",24.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5542",5665,"1995-11-04",27.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5543",5666,"1995-11-05",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5544",5667,"1995-11-09",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5545",5668,"1995-11-13",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5546",5669,"1995-11-20",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5547",5670,"1995-11-27",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5548",5671,"1995-12-01",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5549",5672,"1995-12-04",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5550",5673,"1995-12-05",27.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5551",5674,"1995-12-07",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5552",5675,"1995-12-11",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5553",5676,"1995-12-17",26.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5554",5677,"1995-12-20",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5555",5679,"1995-12-24",28.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5556",5681,"1995-12-29",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5557",5682,"1995-12-31",27.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5558",5683,"1996-01-02",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5559",5684,"1996-01-06",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5560",5685,"1996-01-09",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5561",5686,"1996-01-11",27.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5562",5687,"1996-01-12",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5563",5688,"1996-01-14",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5564",5689,"1996-01-15",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5565",5690,"1996-01-17",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5566",5691,"1996-01-19",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5567",5692,"1996-01-22",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5568",5693,"1996-01-23",27.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5569",5694,"1996-01-24",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5570",5695,"1996-01-25",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5571",5696,"1996-01-26",25,"Max","MaxMin Thermometer (manual)","Saline",""
"5572",5697,"1996-01-28",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5573",5698,"1996-01-29",24,"Max","MaxMin Thermometer (manual)","Saline",""
"5574",5699,"1996-02-02",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5575",5700,"1996-02-06",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5576",5701,"1996-02-07",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5577",5702,"1996-02-08",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5578",5703,"1996-02-09",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5579",5704,"1996-02-11",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5580",5705,"1996-02-14",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5581",5706,"1996-02-16",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5582",5707,"1996-02-18",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5583",5708,"1996-02-20",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5584",5709,"1996-02-21",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5585",5710,"1996-02-23",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5586",5711,"1996-02-28",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5587",5712,"1996-03-05",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5588",5713,"1996-03-06",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5589",5714,"1996-03-08",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5590",5715,"1996-03-10",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5591",5716,"1996-03-11",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5592",5717,"1996-03-13",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5593",5718,"1996-03-14",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5594",5719,"1996-03-15",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5595",5720,"1996-03-17",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5596",5721,"1996-03-21",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5597",5722,"1996-03-25",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5598",5723,"1996-03-26",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5599",5724,"1996-03-27",25,"Max","MaxMin Thermometer (manual)","Saline",""
"5600",5725,"1996-03-29",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5601",5726,"1996-04-02",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5602",5727,"1996-04-07",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5603",5728,"1996-04-09",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5604",5729,"1996-04-10",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5605",5730,"1996-04-11",29.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5606",5731,"1996-04-13",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5607",5733,"1996-04-16",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5608",5735,"1996-04-22",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5609",5736,"1996-04-27",29.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5610",5737,"1996-05-03",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5611",5738,"1996-05-08",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5612",5739,"1996-05-09",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5613",5740,"1996-05-14",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5614",5741,"1996-05-19",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5615",5742,"1996-05-20",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5616",5743,"1996-05-21",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5617",5744,"1996-05-22",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5618",5745,"1996-05-25",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5619",5746,"1996-05-28",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5620",5747,"1996-05-31",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5621",5748,"1996-06-02",26.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5622",5749,"1996-06-04",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5623",5750,"1996-06-05",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5624",5751,"1996-06-06",25.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5625",5752,"1996-06-07",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5626",5753,"1996-06-09",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5627",5754,"1996-06-10",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5628",5755,"1996-06-11",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5629",5756,"1996-06-15",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5630",5757,"1996-06-22",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5631",5758,"1996-06-25",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5632",5759,"1996-06-26",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5633",5760,"1996-06-27",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5634",5761,"1996-06-29",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5635",5762,"1996-07-02",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5636",5763,"1996-07-05",25,"Max","MaxMin Thermometer (manual)","Saline",""
"5637",5764,"1996-07-07",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5638",5765,"1996-07-09",25,"Max","MaxMin Thermometer (manual)","Saline",""
"5639",5766,"1996-07-10",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5640",5767,"1996-07-11",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5641",5768,"1996-07-13",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5642",5769,"1996-07-15",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5643",5770,"1996-07-19",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5644",5771,"1996-07-23",27.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5645",5772,"1996-07-25",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5646",5773,"1996-07-28",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5647",5774,"1996-07-31",26.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5648",5775,"1996-08-03",28.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5649",5776,"1996-08-06",28.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5650",5777,"1996-08-08",29.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5651",5778,"1996-08-09",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5652",5779,"1996-08-13",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5653",5780,"1996-08-18",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5654",5781,"1996-08-19",25,"Max","MaxMin Thermometer (manual)","Saline",""
"5655",5782,"1996-08-20",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5656",5783,"1996-08-21",26.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5657",5784,"1996-08-25",31.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5658",5785,"1996-08-28",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5659",5786,"1996-08-29",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5660",5787,"1996-08-31",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5661",5788,"1996-09-02",26.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5662",5789,"1996-09-03",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5663",5790,"1996-09-05",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5664",5791,"1996-09-08",33,"Max","MaxMin Thermometer (manual)","Saline",""
"5665",5792,"1996-09-12",29.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5666",5793,"1996-09-14",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5667",5794,"1996-09-15",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5668",5795,"1996-09-16",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5669",5796,"1996-09-22",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5670",5797,"1996-09-28",32,"Max","MaxMin Thermometer (manual)","Saline",""
"5671",5798,"1996-09-30",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5672",5799,"1996-10-01",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5673",5800,"1996-10-03",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5674",5801,"1996-10-07",29.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5675",5802,"1996-10-10",25,"Max","MaxMin Thermometer (manual)","Saline",""
"5676",5803,"1996-10-12",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5677",5804,"1996-10-15",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5678",5805,"1996-10-17",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5679",5806,"1996-10-20",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5680",5807,"1996-10-24",29.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5681",5808,"1996-10-26",28.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5682",5809,"1996-10-28",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5683",5810,"1996-10-29",28.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5684",5811,"1996-10-30",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5685",5812,"1996-11-03",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5686",5813,"1996-11-06",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5687",5814,"1996-11-07",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5688",5815,"1996-11-10",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5689",5816,"1996-11-12",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5690",5817,"1996-11-13",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5691",5818,"1996-11-18",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5692",5819,"1996-11-23",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5693",5820,"1996-11-26",24,"Max","MaxMin Thermometer (manual)","Saline",""
"5694",5821,"1996-11-29",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5695",5823,"1996-12-06",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5696",5824,"1996-12-11",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5697",5825,"1996-12-14",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5698",5826,"1996-12-16",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5699",5827,"1996-12-18",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5700",5828,"1996-12-21",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5701",5829,"1996-12-27",25,"Max","MaxMin Thermometer (manual)","Saline",""
"5702",5830,"1997-01-03",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5703",5831,"1997-01-05",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5704",5832,"1997-01-09",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5705",5833,"1997-01-13",27.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5706",5834,"1997-01-14",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5707",5835,"1997-01-15",26,"Max","MaxMin Thermometer (manual)","Saline",""
"5708",5837,"1997-01-18",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5709",5838,"1997-01-19",28.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5710",5839,"1997-01-20",27,"Max","MaxMin Thermometer (manual)","Saline",""
"5711",5841,"1997-01-22",27.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5712",5843,"1997-01-26",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5713",5844,"1997-01-30",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5714",5845,"1997-02-01",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5715",5846,"1997-02-03",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5716",5847,"1997-02-05",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5717",5848,"1997-02-06",28.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5718",5849,"1997-02-09",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5719",5850,"1997-02-12",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5720",5851,"1997-02-13",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5721",5852,"1997-02-15",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5722",5853,"1997-02-18",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5723",5854,"1997-02-19",30.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5724",5855,"1997-02-20",31.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5725",5856,"1997-02-24",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5726",5857,"1997-02-27",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5727",5858,"1997-03-01",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5728",5859,"1997-03-04",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5729",5860,"1997-03-05",25,"Max","MaxMin Thermometer (manual)","Saline",""
"5730",5861,"1997-03-06",28,"Max","MaxMin Thermometer (manual)","Saline",""
"5731",5862,"1997-03-09",30,"Max","MaxMin Thermometer (manual)","Saline",""
"5732",5863,"1997-03-12",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5733",5864,"1997-03-13",31.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5734",5865,"1997-03-15",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5735",5866,"1997-03-17",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5736",5867,"1997-03-18",29,"Max","MaxMin Thermometer (manual)","Saline",""
"5737",5868,"1997-03-22",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5738",5869,"1997-03-26",30.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5739",5870,"1997-03-27",25,"Max","MaxMin Thermometer (manual)","Saline",""
"5740",5871,"1997-03-31",31,"Max","MaxMin Thermometer (manual)","Saline",""
"5741",5872,"1997-04-03",33,"Max","MaxMin Thermometer (manual)","Saline",""
"5742",5873,"1997-04-05",34,"Max","MaxMin Thermometer (manual)","Saline",""
"5743",5874,"1997-04-07",27.5,"Max","MaxMin Thermometer (manual)","Saline",""
"5744",5875,"1997-04-09",34,"Max","MaxMin Thermometer (manual)","Saline",""
